INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,LATITUDE,LONGITUDE
154496696,06/30/2016,19:02:00,BROOKLYN,68,0,PVT HOUSE,TRUE,25-44,M,WHITE HISPANIC,45-64,M,WHITE,981322,165433,40.62075955,-74.0105486
137498035,06/30/2014,1:15:00,BROOKLYN,63,0,,FALSE,,,,25-44,M,BLACK,1006181,167872,40.62742744,-73.92099432
137497927,06/30/2014,11:17:00,BROOKLYN,78,0,FACTORY/WAREHOUSE,FALSE,45-64,M,BLACK,65+,M,WHITE HISPANIC,985326,183576,40.6705586,-73.99612261
137497927,06/30/2014,11:17:00,BROOKLYN,78,0,FACTORY/WAREHOUSE,FALSE,45-64,M,BLACK,UNKNOWN,M,WHITE HISPANIC,985326,183576,40.6705586,-73.99612261
91399595,06/30/2013,0:51:00,BROOKLYN,67,0,,FALSE,18-24,M,BLACK,25-44,F,BLACK,1004297,174456,40.64550358,-73.92776193
91399595,06/30/2013,0:51:00,BROOKLYN,67,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1004297,174456,40.64550358,-73.92776193
91399595,06/30/2013,0:51:00,BROOKLYN,67,0,,FALSE,25-44,M,BLACK,25-44,F,BLACK,1004297,174456,40.64550358,-73.92776193
91399595,06/30/2013,0:51:00,BROOKLYN,67,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1004297,174456,40.64550358,-73.92776193
85509315,06/30/2012,4:48:00,BROOKLYN,67,0,,FALSE,,,,25-44,M,BLACK,1002856,170600,40.63492283,-73.93296521
85518943,06/30/2012,22:30:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,1001680,157429,40.59877356,-73.93723626
85518942,06/30/2012,22:30:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1006499,183702,40.67087655,-73.9197965
79589673,06/30/2011,21:45:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,<18,F,BLACK,1010228,182554,40.66771539,-73.90635834
73473794,06/30/2010,23:30:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,18-24,M,BLACK,1005786,187336,40.68085283,-73.92235517
73478862,06/30/2010,21:55:00,BROOKLYN,77,0,,FALSE,,,,18-24,M,BLACK,1004975,183973,40.67162409,-73.9252895
73478862,06/30/2010,21:55:00,BROOKLYN,77,0,,FALSE,,,,25-44,M,BLACK,1004975,183973,40.67162409,-73.9252895
73473781,06/30/2010,20:52:00,BROOKLYN,79,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1000538,186727,40.67919247,-73.94127787
73473781,06/30/2010,20:52:00,BROOKLYN,79,0,,TRUE,18-24,M,BLACK,25-44,M,BLACK,1000538,186727,40.67919247,-73.94127787
73473781,06/30/2010,20:52:00,BROOKLYN,79,0,,FALSE,18-24,M,BLACK,45-64,F,BLACK,1000538,186727,40.67919247,-73.94127787
73473781,06/30/2010,20:52:00,BROOKLYN,79,0,,TRUE,18-24,M,BLACK,45-64,F,BLACK,1000538,186727,40.67919247,-73.94127787
73473793,06/30/2010,20:01:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1007628,183445,40.67016824,-73.91572749
73454220,06/30/2010,0:57:00,BROOKLYN,79,0,,FALSE,,,,18-24,M,BLACK,1000869,189184,40.68593576,-73.94007844
73455059,06/30/2010,0:03:00,BROOKLYN,73,0,,TRUE,,,,25-44,M,BLACK,1007700,183072,40.66914425,-73.91546924
63256141,06/30/2009,3:28:00,BROOKLYN,73,0,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1011364,182781,40.66833505,-73.90226249
63265003,06/30/2009,20:28:00,BROOKLYN,83,0,GROCERY/BODEGA,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC,1010064,190678,40.69001441,-73.9069184
47887792,06/30/2008,19:25:00,BROOKLYN,83,0,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,1007609,189998,40.68815478,-73.91577327
32835038,06/30/2007,8:54:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,18-24,M,BLACK,997897,175677,40.64886713,-73.9508219
32852894,06/30/2007,3:08:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,M,BLACK,995302,190524,40.68962245,-73.96014913
32852897,06/30/2007,23:45:00,BROOKLYN,75,0,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1022811,182672,40.66799342,-73.8609997
32821775,06/30/2007,1:35:00,BROOKLYN,81,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1003656,187150,40.68034722,-73.93003524
32835039,06/30/2007,16:20:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK,1021910,182503,40.66753343,-73.86424849
23354081,06/30/2006,22:18:00,BROOKLYN,79,0,,TRUE,45-64,M,BLACK,45-64,M,BLACK,995963,188713,40.68465082,-73.95776879
23354068,06/30/2006,1:38:00,BROOKLYN,69,2,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1014066,175710,40.64891804,-73.89255375
23354071,06/30/2006,19:47:00,BROOKLYN,90,0,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,997843,196573,40.70622201,-73.95097436
23354067,06/30/2006,0:25:00,BROOKLYN,67,0,GROCERY/BODEGA,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK,1004762,176979,40.6524276,-73.92607862
165492099,06/03/2017,3:08:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,1010363,182581,40.66778911,-73.9058716
153709305,06/03/2016,21:17:00,BROOKLYN,71,0,,FALSE,,,,18-24,M,BLACK,996609,180771,40.66285094,-73.95545412
153709305,06/03/2016,21:17:00,BROOKLYN,71,0,,FALSE,,,,25-44,M,BLACK,996609,180771,40.66285094,-73.95545412
153662891,06/03/2016,13:11:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1007628,183445,40.67016824,-73.91572749
143432755,06/03/2015,21:40:00,BROOKLYN,77,0,MULTI DWELL - PUBLIC HOUS,TRUE,,,,45-64,M,BLACK,1003833,184217,40.67229641,-73.92940561
143415162,06/03/2015,17:38:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,1014551,184360,40.67265872,-73.89076709
137047328,06/03/2014,4:20:00,BROOKLYN,67,0,GROCERY/BODEGA,FALSE,25-44,M,BLACK,18-24,M,BLACK,998230,176549,40.65126006,-73.94962006
90957747,06/03/2013,17:15:00,BROOKLYN,71,0,,TRUE,,,,25-44,M,BLACK,999450,179226,40.65860583,-73.94521737
85074615,06/03/2012,23:55:00,BROOKLYN,75,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1019795,188628,40.6843539,-73.87184011
85079426,06/03/2012,18:15:00,BROOKLYN,76,0,,FALSE,,,,18-24,M,BLACK,987147,188460,40.68396367,-73.98955606
79117816,06/03/2011,15:00:00,BROOKLYN,75,0,PVT HOUSE,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,1013233,186393,40.67824326,-73.8955097
73037340,06/03/2010,23:30:00,BROOKLYN,90,0,,FALSE,UNKNOWN,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1000296,196484,40.70597362,-73.94212712
46969205,06/03/2008,18:25:00,BROOKLYN,69,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,1016452,170415,40.63437605,-73.88398062
29406947,06/03/2007,2:22:00,BROOKLYN,90,0,,FALSE,<18,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,997843,196573,40.70622201,-73.95097436
16692669,06/03/2006,21:10:00,BROOKLYN,71,0,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1002032,180644,40.66249312,-73.93590755
16692667,06/03/2006,10:36:00,BROOKLYN,75,0,GROCERY/BODEGA,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1017873,182689,40.66806021,-73.87879971
154464449,06/29/2016,22:48:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,18-24,M,BLACK,1006026,185469,40.67572775,-73.9214959
154444858,06/29/2016,14:35:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,1006872,183676,40.67080424,-73.91845197
144083048,06/29/2015,0:21:00,BROOKLYN,81,0,,TRUE,,,,25-44,M,ASIAN / PACIFIC ISLANDER,1004384,187806,40.68214617,-73.92740856
137473573,06/29/2014,7:00:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1016736,179674,40.65978895,-73.88291281
137473574,06/29/2014,4:00:00,BROOKLYN,77,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1005558,185073,40.67464195,-73.92318436
137480317,06/29/2014,3:27:00,BROOKLYN,73,0,,FALSE,18-24,M,BLACK,25-44,F,BLACK,1008228,183789,40.67111083,-73.91356336
137480317,06/29/2014,3:27:00,BROOKLYN,73,0,,TRUE,18-24,M,BLACK,25-44,F,BLACK,1008228,183789,40.67111083,-73.91356336
137480317,06/29/2014,3:27:00,BROOKLYN,73,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1008228,183789,40.67111083,-73.91356336
137480317,06/29/2014,3:27:00,BROOKLYN,73,0,,TRUE,18-24,M,BLACK,25-44,M,BLACK,1008228,183789,40.67111083,-73.91356336
137480256,06/29/2014,23:25:00,BROOKLYN,69,0,,FALSE,,,,25-44,M,BLACK,1006602,172543,40.64024729,-73.91946218
137473779,06/29/2014,16:30:00,BROOKLYN,67,0,,FALSE,,,,18-24,M,BLACK,1000142,176176,40.65023304,-73.94273044
91404966,06/29/2013,4:25:00,BROOKLYN,70,0,RESTAURANT/DINER,FALSE,,,,25-44,M,BLACK,996683,172472,40.64007188,-73.95520268
85492270,06/29/2012,3:37:00,BROOKLYN,67,0,,FALSE,,,,18-24,M,BLACK,1003029,176696,40.65165467,-73.93232494
85492269,06/29/2012,2:24:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,995728,190315,40.68904826,-73.95861338
85492269,06/29/2012,2:24:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,<18,M,BLACK,995728,190315,40.68904826,-73.95861338
85500512,06/29/2012,2:22:00,BROOKLYN,60,0,,FALSE,18-24,M,WHITE,25-44,M,WHITE,993289,150942,40.58098057,-73.9674608
85499582,06/29/2012,1:36:00,BROOKLYN,83,0,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK,1008716,191265,40.69162941,-73.91177703
85501064,06/29/2012,13:48:00,BROOKLYN,69,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1015351,169679,40.63235982,-73.88795081
79570905,06/29/2011,22:06:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,TRUE,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1020925,186302,40.67796496,-73.86777844
73433698,06/29/2010,2:05:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,1007942,179784,40.66011877,-73.91460843
73433697,06/29/2010,1:28:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,997563,179746,40.66003616,-73.9520175
63214325,06/29/2009,5:28:00,BROOKLYN,67,0,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,1006528,180139,40.66109684,-73.91970373
63235446,06/29/2009,20:40:00,BROOKLYN,79,0,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,998449,188817,40.68493264,-73.94880499
47851709,06/29/2008,1:45:00,BROOKLYN,75,0,,FALSE,18-24,M,BLACK,18-24,F,BLACK HISPANIC,1014409,183088,40.66916785,-73.89128469
32821778,06/29/2007,23:45:00,BROOKLYN,67,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,999005,176940,40.65233202,-73.94682625
154390181,06/28/2016,2:05:00,BROOKLYN,67,0,,FALSE,,,,18-24,M,BLACK,998235,173191,40.64204307,-73.94960901
144055149,06/28/2015,4:07:00,BROOKLYN,62,0,,FALSE,,,,25-44,M,WHITE HISPANIC,986601,157063,40.59778579,-73.99153565
137473302,06/28/2014,19:22:00,BROOKLYN,60,0,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK,986713,149102,40.5759344,-73.99113524
137473302,06/28/2014,19:22:00,BROOKLYN,60,0,,FALSE,18-24,M,BLACK HISPANIC,<18,M,BLACK,986713,149102,40.5759344,-73.99113524
91399454,06/28/2013,22:03:00,BROOKLYN,77,0,,TRUE,,,,25-44,M,BLACK,998193,186297,40.67801622,-73.94973325
91404976,06/28/2013,17:10:00,BROOKLYN,81,0,,FALSE,18-24,M,BLACK,25-44,M,WHITE,1005823,189662,40.68723707,-73.92221432
91404975,06/28/2013,16:40:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK,996636,172210,40.63935282,-73.95537251
85491311,06/28/2012,23:29:00,BROOKLYN,73,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1005933,181717,40.66542958,-73.92184325
85491311,06/28/2012,23:29:00,BROOKLYN,73,0,,TRUE,18-24,M,BLACK,18-24,M,BLACK,1005933,181717,40.66542958,-73.92184325
85491311,06/28/2012,23:29:00,BROOKLYN,73,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1005933,181717,40.66542958,-73.92184325
85491311,06/28/2012,23:29:00,BROOKLYN,73,0,,TRUE,18-24,M,BLACK,25-44,M,BLACK,1005933,181717,40.66542958,-73.92184325
85483001,06/28/2012,16:48:00,BROOKLYN,94,0,COMMERCIAL BLDG,FALSE,,,,25-44,M,WHITE,1002124,200503,40.71700132,-73.93552326
79551427,06/28/2011,19:00:00,BROOKLYN,77,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,<18,M,BLACK,1002408,185867,40.67682833,-73.93453822
79551426,06/28/2011,13:14:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,65+,M,WHITE,1000095,196199,40.70519173,-73.94285275
73427946,06/28/2010,20:46:00,BROOKLYN,67,0,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,1002048,173926,40.64405365,-73.93586761
73434155,06/28/2010,20:43:00,BROOKLYN,79,0,FAST FOOD,FALSE,25-44,M,BLACK,25-44,M,BLACK,995898,192256,40.69437563,-73.95799703
73427945,06/28/2010,20:12:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,<18,M,BLACK,1007016,182405,40.66731526,-73.91793716
73427555,06/28/2010,19:52:00,BROOKLYN,73,0,,TRUE,,,,18-24,M,BLACK,1007800,181210,40.66403321,-73.91511526
63189241,06/28/2009,2:35:00,BROOKLYN,75,0,,FALSE,<18,M,BLACK,<18,M,BLACK,1015871,186863,40.67952427,-73.88599678
63189242,06/28/2009,2:25:00,BROOKLYN,90,0,BAR/NIGHT CLUB,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,998845,196835,40.70693955,-73.94735979
63189249,06/28/2009,13:00:00,BROOKLYN,83,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,1008716,191265,40.69162941,-73.91177703
63189238,06/28/2009,0:43:00,BROOKLYN,77,0,,TRUE,,,,25-44,M,BLACK,998131,185438,40.67565856,-73.94995854
63182531,06/28/2009,0:30:00,BROOKLYN,81,0,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1004182,189141,40.6858109,-73.92813292
47812335,06/28/2008,3:34:00,BROOKLYN,81,0,,FALSE,,,,<18,M,BLACK,1005218,190528,40.6896155,-73.92439311
47851704,06/28/2008,0:05:00,BROOKLYN,70,0,,FALSE,,,,<18,M,BLACK,991547,168934,40.63036655,-73.97371261
47851704,06/28/2008,0:05:00,BROOKLYN,70,0,,TRUE,,,,<18,M,BLACK,991547,168934,40.63036655,-73.97371261
32786999,06/28/2007,19:52:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,<18,M,BLACK,990847,192564,40.69522623,-73.97621138
32786998,06/28/2007,15:56:00,BROOKLYN,67,0,COMMERCIAL BLDG,FALSE,25-44,M,BLACK,25-44,M,BLACK,1004607,177270,40.65322669,-73.92663635
23354061,06/28/2006,19:51:00,BROOKLYN,79,0,,TRUE,18-24,M,BLACK,18-24,M,BLACK,998619,190754,40.69024899,-73.9481879
23354059,06/28/2006,13:31:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK,1019407,184340,40.67258587,-73.87326146
23354054,06/28/2006,0:29:00,BROOKLYN,77,0,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,991753,187169,40.68041746,-73.97295017
23354054,06/28/2006,0:29:00,BROOKLYN,77,0,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK,991753,187169,40.68041746,-73.97295017
144055147,06/27/2015,4:55:00,BROOKLYN,88,0,,FALSE,25-44,M,BLACK,25-44,M,UNKNOWN,995302,190524,40.68962245,-73.96014913
91344013,06/27/2013,4:38:00,BROOKLYN,62,0,,FALSE,,,,45-64,M,ASIAN / PACIFIC ISLANDER,989822,163442,40.6152934,-73.97993179
91351090,06/27/2013,1:06:00,BROOKLYN,83,0,,TRUE,,,,25-44,M,WHITE HISPANIC,1010064,190678,40.69001441,-73.9069184
85478184,06/27/2012,22:58:00,BROOKLYN,83,0,,TRUE,,,,<18,M,BLACK,1007697,190770,40.69027351,-73.91545327
79522748,06/27/2011,21:08:00,BROOKLYN,79,0,,TRUE,25-44,M,BLACK,25-44,M,BLACK,997293,190827,40.69045141,-73.95296922
73421242,06/27/2010,4:15:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,<18,M,BLACK,982604,185673,40.67631431,-74.00593556
73405744,06/27/2010,3:02:00,BROOKLYN,67,0,,FALSE,,,,18-24,M,BLACK,997843,175671,40.64885075,-73.95101651
73405745,06/27/2010,2:43:00,BROOKLYN,73,0,,FALSE,<18,M,BLACK,<18,M,BLACK,1006798,182840,40.6685098,-73.91872153
73405393,06/27/2010,0:40:00,BROOKLYN,73,0,,FALSE,UNKNOWN,U,UNKNOWN,<18,M,BLACK,1010110,179048,40.65809255,-73.90679715
47851703,06/27/2008,20:25:00,BROOKLYN,77,0,,TRUE,25-44,F,BLACK,18-24,M,BLACK,1003508,185056,40.67459999,-73.93057482
47851705,06/27/2008,18:35:00,BROOKLYN,77,0,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,998527,185573,40.67602847,-73.94853062
47792600,06/27/2008,18:30:00,BROOKLYN,81,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1003797,188946,40.68527652,-73.92952167
32768847,06/27/2007,23:06:00,BROOKLYN,73,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,1009918,186062,40.67734497,-73.90746244
32768847,06/27/2007,23:06:00,BROOKLYN,73,0,,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1009918,186062,40.67734497,-73.90746244
32768847,06/27/2007,23:06:00,BROOKLYN,73,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1009918,186062,40.67734497,-73.90746244
32768847,06/27/2007,23:06:00,BROOKLYN,73,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1009918,186062,40.67734497,-73.90746244
32768846,06/27/2007,18:53:00,BROOKLYN,61,1,,TRUE,<18,M,BLACK,18-24,M,BLACK,995244,155739,40.59414517,-73.96041495
23354049,06/27/2006,3:57:00,BROOKLYN,69,0,,FALSE,UNKNOWN,M,UNKNOWN,25-44,F,BLACK,1013115,174381,40.64527337,-73.89598654
23354058,06/27/2006,21:35:00,BROOKLYN,75,0,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,1016621,179609,40.65961096,-73.88332761
23354051,06/27/2006,14:52:00,BROOKLYN,78,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,65+,F,WHITE HISPANIC,988941,187674,40.68180551,-73.98308819
154358257,06/26/2016,8:15:00,BROOKLYN,71,0,,TRUE,18-24,M,BLACK,25-44,M,BLACK,995820,183298,40.66978806,-73.95829368
144055148,06/26/2015,22:24:00,BROOKLYN,60,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,986771,148698,40.57482548,-73.99092661
79497792,06/26/2011,12:14:00,BROOKLYN,79,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,998368,189350,40.68639573,-73.94909593
73398058,06/26/2010,2:40:00,BROOKLYN,83,0,,FALSE,,,,18-24,M,WHITE HISPANIC,1009333,191223,40.69151241,-73.90955229
73398058,06/26/2010,2:40:00,BROOKLYN,83,0,,TRUE,,,,18-24,M,WHITE HISPANIC,1009333,191223,40.69151241,-73.90955229
73398058,06/26/2010,2:40:00,BROOKLYN,83,0,,FALSE,,,,25-44,M,BLACK,1009333,191223,40.69151241,-73.90955229
73398058,06/26/2010,2:40:00,BROOKLYN,83,0,,TRUE,,,,25-44,M,BLACK,1009333,191223,40.69151241,-73.90955229
73398092,06/26/2010,2:39:00,BROOKLYN,81,0,,FALSE,,,,18-24,M,BLACK,1006612,189509,40.68681517,-73.91936988
73397679,06/26/2010,1:22:00,BROOKLYN,83,0,,TRUE,,,,18-24,F,BLACK,1007818,189843,40.68772879,-73.9150202
63159994,06/26/2009,23:08:00,BROOKLYN,70,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,994483,168585,40.62940571,-73.96313565
63159993,06/26/2009,12:05:00,BROOKLYN,69,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1013321,174556,40.64575303,-73.89524347
47792595,06/26/2008,13:15:00,BROOKLYN,67,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,998032,175598,40.64865009,-73.95033556
32748944,06/26/2007,2:12:00,BROOKLYN,83,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,1007705,190345,40.68910696,-73.9154259
32748954,06/26/2007,23:15:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,<18,M,BLACK,999812,193525,40.69785273,-73.94387963
32768843,06/26/2007,17:17:00,BROOKLYN,61,0,,FALSE,,,,<18,M,BLACK,1002079,155630,40.59383487,-73.93580422
166413155,06/25/2017,3:30:00,BROOKLYN,73,0,,FALSE,,,,25-44,M,BLACK,1010140,183016,40.66898374,-73.90667378
154350738,06/25/2016,4:30:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK,999199,197682,40.70926377,-73.94608109
143996999,06/25/2015,15:09:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK,985690,147743,40.57220443,-73.99481808
143987943,06/25/2015,10:05:00,BROOKLYN,71,0,,FALSE,,,,18-24,M,BLACK,997696,182041,40.66633522,-73.95153355
137412595,06/25/2014,3:45:00,BROOKLYN,69,0,,FALSE,,,,18-24,M,BLACK,1014599,170521,40.63467354,-73.89065632
137412594,06/25/2014,1:42:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,989392,155078,40.59233618,-73.98148696
91324170,06/25/2013,23:30:00,BROOKLYN,77,0,,TRUE,18-24,M,BLACK,25-44,M,BLACK,1002251,183677,40.67081759,-73.93511009
91329394,06/25/2013,19:50:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,WHITE,1006140,183727,40.67094607,-73.92109057
91329395,06/25/2013,18:45:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK HISPANIC,995053,175064,40.64718851,-73.96107177
91324169,06/25/2013,16:30:00,BROOKLYN,81,0,MULTI DWELL - PUBLIC HOUS,TRUE,45-64,M,BLACK,18-24,M,BLACK,1005828,187069,40.68011987,-73.9222046
85426574,06/25/2012,3:00:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1001469,191733,40.69293103,-73.93790851
79489264,06/25/2011,1:20:00,BROOKLYN,76,0,FAST FOOD,FALSE,,,,18-24,M,BLACK,984446,184596,40.67335834,-73.99929486
73397678,06/25/2010,23:45:00,BROOKLYN,81,0,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK,1001424,190906,40.6906612,-73.9380729
73406200,06/25/2010,1:15:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,987441,188309,40.68354911,-73.98849609
73388086,06/25/2010,10:07:00,BROOKLYN,61,0,COMMERCIAL BLDG,FALSE,25-44,M,BLACK,25-44,M,BLACK,1000878,155643,40.59387289,-73.94012865
73388086,06/25/2010,10:07:00,BROOKLYN,61,0,COMMERCIAL BLDG,TRUE,25-44,M,BLACK,25-44,M,BLACK,1000878,155643,40.59387289,-73.94012865
73388086,06/25/2010,10:07:00,BROOKLYN,61,0,COMMERCIAL BLDG,FALSE,<18,M,BLACK,25-44,M,BLACK,1000878,155643,40.59387289,-73.94012865
73388086,06/25/2010,10:07:00,BROOKLYN,61,0,COMMERCIAL BLDG,TRUE,<18,M,BLACK,25-44,M,BLACK,1000878,155643,40.59387289,-73.94012865
63130646,06/25/2009,1:20:00,BROOKLYN,77,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,1001278,185055,40.67460182,-73.93861415
47768912,06/25/2008,22:06:00,BROOKLYN,75,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1014565,180334,40.6616082,-73.89073472
48066961,06/25/2008,20:00:00,BROOKLYN,75,0,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1017141,183798,40.67110691,-73.88143296
32748951,06/25/2007,21:54:00,BROOKLYN,79,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,998842,189286,40.6862193,-73.94738696
32748948,06/25/2007,21:05:00,BROOKLYN,79,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,999634,190253,40.68887215,-73.94452903
16895040,06/25/2006,15:14:00,BROOKLYN,75,0,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,1013650,180270,40.66143562,-73.89403301
16895040,06/25/2006,15:14:00,BROOKLYN,75,0,,FALSE,UNKNOWN,M,BLACK,25-44,F,BLACK,1013650,180270,40.66143562,-73.89403301
166412378,06/24/2017,23:30:00,BROOKLYN,69,0,,FALSE,,,,18-24,M,BLACK,1008320,170821,40.63551627,-73.91327799
143960915,06/24/2015,12:22:00,BROOKLYN,75,0,,FALSE,,,,25-44,M,BLACK,1017640,182557,40.66769878,-73.87964026
137394063,06/24/2014,4:00:00,BROOKLYN,67,0,RESTAURANT/DINER,FALSE,,,,18-24,M,BLACK,998553,172620,40.64047529,-73.94846436
